,lam1,P11,lam2,P22
0,0.9999999999999999,-0.0013646181443631353,0.9999999999999999,-9.09363718206371e-05
1,1.000273190206652,-0.0004548727147877118,1.0009785892252692,0.0008184273463857339
2,1.0007389675280671,-0.0013646181443631353,1.0016905837578127,-9.09363718206371e-05
3,1.0010253389411368,-0.0004548727147877118,1.0022197351504278,0.0008184273463857339
4,1.0014063064733119,0.00036389817183016943,1.0030355974228562,0.0008184273463857339
5,1.0016671149109244,-0.0013646181443631353,1.0035910842208022,-9.09363718206371e-05
6,1.0021341050363384,0.00036389817183016943,1.0042691998644722,0.001818727436412742
7,1.0026660719678053,-0.0004548727147877118,1.0048903088323062,0.0008184273463857339
8,1.0030477947688652,-0.0013646181443631353,1.005504967589779,0.0008184273463857339
9,1.0034120621651725,0.001273643601405593,1.0057442891767479,0.001818727436412742
10,1.0037725908307795,-0.0013646181443631353,1.0062310412449036,0.001818727436412742
11,1.004047219064479,-0.0004548727147877118,1.0065737948595694,0.001818727436412742
12,1.0046888033129975,0.001273643601405593,1.007274969094141,0.002728091154619113
13,1.0051448197022999,-0.0004548727147877118,1.0074846417065948,0.003637454872825484
14,1.005689919036393,0.001273643601405593,1.0076907004484177,0.002728091154619113
15,1.0061165422987717,0.00036389817183016943,1.0081360586568588,0.004546818591031855
16,1.0065823240773002,0.00036389817183016943,1.008132730323761,0.004546818591031855
17,1.0069727967421465,0.001273643601405593,1.0081246230047272,0.003637454872825484
18,1.0077524003009404,0.001273643601405593,1.0085266735727756,0.004546818591031855
19,1.0080145164772316,0.00036389817183016943,1.0085711232562677,0.004546818591031855
20,1.008437717105978,0.001273643601405593,1.008601040142755,0.003637454872825484
21,1.0089858560800804,0.004002879890131863,1.0087477678396817,0.0063655460274445975
22,1.0093076104755314,0.002183389030981017,1.0090313548758785,0.004546818591031855
23,1.0098081578107407,0.0030931344605564406,1.0093511744841492,0.0063655460274445975
24,1.0102965535954525,0.004002879890131863,1.0096315359769967,0.0063655460274445975
25,1.0107662783816749,0.0030931344605564406,1.0101946315645673,0.005456182309238226
26,1.0113056397140576,0.004002879890131863,1.0105261063865123,0.0063655460274445975
27,1.0117833412628412,0.004912625319707287,1.0110045666040988,0.005456182309238226
28,1.0124398631911422,0.002183389030981017,1.011435581066583,0.0063655460274445975
29,1.012700787022669,0.004912625319707287,1.0121270658990265,0.0063655460274445975
30,1.0130132752754426,0.0030931344605564406,1.0124409292605003,0.007274909745650968
31,1.0138569936705268,0.004912625319707287,1.0129357700836972,0.007274909745650968
32,1.0149742000831883,0.004912625319707287,1.0132060008024304,0.008184273463857339
33,1.0154746898415028,0.005822370749282711,1.0142011828806476,0.008184273463857339
34,1.015820872037312,0.005822370749282711,1.0142560116440027,0.00909363718206371
35,1.016185889477794,0.005822370749282711,1.0141608372357485,0.01191266470850346
36,1.0173589534341125,0.006732116178858134,1.0164152184881075,0.01000300090027008
37,1.0171431350507225,0.008551607038008982,1.0169864055838966,0.0137313921449162
38,1.0171734278188036,0.009461352467584406,1.0175048829244462,0.0137313921449162
39,1.018142676238154,0.01037109789715983,1.0181148660488732,0.0137313921449162
40,1.0182307468203582,0.012099614213353134,1.0186812650684263,0.014640755863122574
41,1.018808438395901,0.01037109789715983,1.0193528978973958,0.014640755863122574
42,1.0191701392460244,0.01300935964292856,1.020067929788272,0.016459483299535314
43,1.0197920516523196,0.01300935964292856,1.0212460970003447,0.016459483299535314
44,1.0200652652599422,0.014828850502079405,1.0219468613634926,0.018278210735948056
45,1.0204650257283583,0.01573859593165483,1.0229420692930242,0.017368847017741686
46,1.0208399092295444,0.01664834136123025,1.023225472474712,0.020187874544181434
47,1.021440392450627,0.01664834136123025,1.0242006867374438,0.022006601980594176
48,1.0215817265577423,0.01664834136123025,1.0250396531275512,0.02291596569880055
49,1.0221435797810672,0.019377577649956523,1.0257903352911506,0.02473469313521329
50,1.022249944260154,0.02119706850910737,1.026334060927435,0.028372148008038774
51,1.0225091559905894,0.020287323079531946,1.0270572998879701,0.029281511726245147
52,1.0230888839035215,0.023835330254876098,1.0280518450165066,0.030281811816272153
53,1.023256281748366,0.023835330254876098,1.0283659688847628,0.031191175534478525
54,1.0233749316198977,0.027474311973177793,1.0287431036724792,0.03391926668909764
55,1.023975393395282,0.028384057402753217,1.0296493833368077,0.036647357843716755
56,1.0239141331876314,0.030203548261904065,1.0299853776636922,0.04128511280656924
57,1.0246306773129779,0.03384252998020576,1.0307132101570209,0.04037574908836287
58,1.0246446474748014,0.03475227540978118,1.031112809259158,0.04401320396118835
59,1.0252834613513147,0.03557104629639907,1.031556003959844,0.04865095892404085
60,1.0253438965367243,0.03648079172597449,1.0318655261913623,0.05046968636045359
61,1.0256225214177317,0.0410295188738516,1.0325487103869595,0.05137905007865996
62,1.0257622043452688,0.04193926430342703,1.0331595940658556,0.053197777515072694
63,1.026081697958073,0.046487991451304146,1.0334538621282234,0.05410714123327907
64,1.0262072741216093,0.04821650776749745,1.033828229153022,0.05874489619613157
65,1.026621518932091,0.04821650776749745,1.0339886020853453,0.06329171478716343
66,1.0270371522404413,0.05276523491537456,1.0348104545485401,0.06601980594178253
67,1.0271731988276946,0.05185548948579915,1.0349918122397217,0.07065756090463503
68,1.0274483564729695,0.056404216633676264,1.0356282337607705,0.07338565205925414
69,1.0277006245833118,0.056404216633676264,1.0353360482068732,0.07984213445851937
70,1.0277452773476636,0.06359120552732211,1.0357717575913072,0.08438895304955123
71,1.0282339322680085,0.06359120552732211,1.0361727930848585,0.0852983167677576
