,lam1,P11,lam2,P22
0,1.0,-0.0013859493928894883,1.0,0.0008038125723431315
1,1.000930798328254,-0.0013859493928894883,1.0002268423193226,-8.931250803812572e-05
2,1.001407589803814,-0.0013859493928894883,1.0003052929062202,0.0017862501607625145
3,1.002298019654111,-0.0013859493928894883,1.0005973911873247,-8.931250803812572e-05
4,1.0028919121557271,-0.0013859493928894883,1.0004442270329186,-8.931250803812572e-05
5,1.0037367921170572,-0.0004619831309631628,1.0011664131192684,0.0008038125723431315
6,1.0040946743828436,-0.0013859493928894883,1.0010239525636686,0.0008038125723431315
7,1.0048090046299925,0.0012935527666968559,1.0010895266131663,-8.931250803812572e-05
8,1.0052151563279372,-0.0004619831309631628,1.0013320835691344,0.0008038125723431315
9,1.0060769018593834,-0.0004619831309631628,1.001806234348931,0.0017862501607625145
10,1.0063348036306385,0.0012935527666968559,1.0019452391821104,0.0017862501607625145
11,1.0072465198528422,-0.0013859493928894883,1.0023135893170123,0.0026793752411437715
12,1.0076660376945046,-0.0004619831309631628,1.0021063124599914,0.004465625401906286
13,1.008178739447859,0.0003695865047705302,1.002353529309872,0.003572500321525029
14,1.008951297879642,-0.0013859493928894883,1.0026419662010284,0.005358750482287543
15,1.0094818463270396,0.0003695865047705302,1.0029101730771421,0.003572500321525029
16,1.0098211831846104,0.0003695865047705302,1.002836902272438,0.004465625401906286
17,1.010233644295883,0.0012935527666968559,1.0032115433226896,0.005358750482287543
18,1.0107736300307708,0.0022175190286231813,1.0034762741543988,0.003572500321525029
19,1.0115184260765389,0.004065451552475832,1.0035595248313918,0.006251875562668801
20,1.0122389837760324,0.004065451552475832,1.003808932559529,0.004465625401906286
21,1.012673565035113,0.003141485290549507,1.0038367134364108,0.004465625401906286
22,1.0129986344461457,0.004989417814402158,1.0039677445266928,0.006251875562668801
23,1.0137771741629393,0.005913384076328483,1.004514605623068,0.003572500321525029
24,1.0145915395041754,0.005913384076328483,1.0048123045041435,0.005358750482287543
25,1.0152318730635022,0.005913384076328483,1.0052276905465451,0.006251875562668801
26,1.015872709343601,0.00868528286210746,1.0055028724804442,0.003572500321525029
27,1.0165605087280094,0.01228875128362013,1.0058233551095301,0.006251875562668801
28,1.0172120701743494,0.011457181647886438,1.0063643600503729,0.007145000643050058
29,1.0179372555621893,0.013212717545546458,1.0068935023146273,0.006251875562668801
30,1.0184020365161743,0.01413668380747278,1.007419240561514,0.007145000643050058
31,1.0190664973669454,0.01690858259325176,1.0076377698960979,0.007145000643050058
32,1.0196767333437513,0.01875651511710441,1.008236298015305,0.007145000643050058
33,1.0203674288351599,0.017832548855178085,1.0088455633151774,0.007145000643050058
34,1.0210088806796118,0.02060444764095706,1.009579269781644,0.007145000643050058
35,1.0216985590663332,0.02060444764095706,1.0099687907833852,0.012593063633375728
36,1.022331134875623,0.02245238016480971,1.0104650295968571,0.01169993855299447
37,1.0228131215545602,0.026979814848248705,1.0109287550865647,0.01169993855299447
38,1.0233694367427648,0.02790378111017503,1.0114091510149676,0.013486188713756984
39,1.0241088180574065,0.03437154494365931,1.012094628419295,0.012593063633375728
40,1.0246852375075166,0.03612708084131933,1.012413121329075,0.013486188713756984
41,1.0253375192746288,0.038898979627098304,1.013034572936661,0.01437931379413824
42,1.0257622170804825,0.03982294588902463,1.013233043821763,0.01437931379413824
43,1.0261908052556938,0.04536674346058258,1.0134623089292583,0.016165563954900757
44,1.026877899754208,0.049894178144021584,1.0142341950118192,0.01795181411566327
45,1.027210321930609,0.05081814440594791,1.0142054489011607,0.016165563954900757
46,1.0277731568011896,0.049894178144021584,1.0149745010365214,0.01795181411566327
47,1.0282854486025323,0.05820987450135851,1.0152438385778177,0.017058689035282012
48,1.0287709011724315,0.06366127544672384,1.0156115060312245,0.01795181411566327
49,1.0294917727523427,0.0664331742325028,1.016044016139744,0.016165563954900757
50,1.029908000871993,0.07188457517786813,1.0163668143707543,0.018844939196044526
51,1.0304027764740864,0.0783523390113524,1.0166637277120076,0.018844939196044526
52,1.030765479321457,0.08380373995671773,1.0166696637407977,0.021613626945226425
53,1.031099428043742,0.08565167248057039,1.0170084796315066,0.021613626945226425
54,1.0317102581339697,0.08657563874249671,1.0173062154098245,0.021613626945226425
55,1.032296978201031,0.09664687099749365,1.0174559641821084,0.024293002186370198
56,1.0326582523430767,0.10126670230712528,1.0175451066206054,0.02339987710598894
57,1.0330652892690693,0.10764206951441693,1.0175270066058315,0.027865502507895226
58,1.0337361821771398,0.11595776587175387,1.0178828236056625,0.02875862758827648
59,1.0340319201124524,0.1168817321336802,1.0179889245537481,0.02875862758827648
60,1.0344072540593094,0.1251050318648245,1.0181569120750913,0.030634190257077126
61,1.0351732760261978,0.13332833159596877,1.0184019061470193,0.03152731533745838
62,1.0353516592687653,0.13702419664367407,1.0183431012135775,0.03509981565898341
63,1.0355349261226765,0.14709542889867103,1.018202582164332,0.03331356549822089
64,1.0361656052750539,0.15263922647022898,1.0183732249413338,0.03599294073936467
65,1.0365416512717731,0.15993855993944697,1.018299033784156,0.03599294073936467
66,1.0369253611567153,0.1700097921944439,1.0185138005623182,0.038761628488546564
67,1.0373257179866302,0.17832548855178082,1.0183777689311233,0.04233412881007159
68,1.037252469557343,0.1847008557590725,1.01851363891741,0.04322725389045285
69,1.038104841383871,0.19116861959255674,1.0183530160906158,0.0441203789708341
70,1.0383659687039115,0.19939191932370104,1.018527521892459,0.04956844196115978
71,1.0387676407293518,0.20761521905484534,1.0188466139286458,0.04867531688077852
72,1.0392290585942203,0.21676248504791598,1.0186873759216986,0.04956844196115978
